# Case2_F162_NNE, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6536069.4920	327491.8695	537.9934
1	6536072.9920	327484.9945	599.6939
1	6536078.9920	327472.8075	654.4726
1	6536094.4920	327440.8385	731.1370
1	6536120.4920	327387.8695	832.4469
1	6536136.4920	327354.9945	900.1761
1	6536165.9920	327294.1825	995.2586
2	6536000.9920	327466.3075	525.9858
2	6536008.9920	327450.5885	634.1366
2	6536017.9920	327431.5575	698.5703
2	6536034.4920	327398.2765	766.8060
2	6536053.9920	327357.8695	836.6230
2	6536096.9920	327269.3385	979.8439
3	6535958.4920	327439.0575	510.7165
3	6535961.4920	327432.8695	609.7398
3	6535967.9920	327419.0575	665.0337
3	6535979.9920	327394.5575	729.5121
3	6536006.9920	327339.9005	811.1200
3	6536031.4920	327289.7135	904.4655
3	6536057.4920	327236.2765	979.1563
4	6535846.9920	327425.2135	515.7600
4	6535854.4920	327410.0265	602.1676
4	6535863.4920	327391.3385	671.8752
4	6535892.4920	327331.7445	751.5090
4	6535921.9920	327271.3075	838.0303
4	6535944.9920	327224.5265	903.6849
4	6535961.9920	327189.2765	960.0922
5	6535797.9920	327398.0885	526.6996
5	6535799.9920	327394.3385	605.1571
5	6535814.4920	327364.2445	691.9527
5	6535847.9920	327295.3075	772.3317
5	6535880.4920	327229.0575	853.2639
5	6535911.9920	327164.9945	946.8276
6	6535772.4920	327386.6195	528.0520
6	6535772.4920	327386.8385	602.9619
6	6535786.4920	327357.9325	666.6863
6	6535798.9920	327332.6825	724.0598
6	6535845.4920	327237.1505	820.0607
6	6535866.9920	327192.9635	883.7101
6	6535891.9920	327141.8695	951.4362
7	6535742.4920	327371.9005	528.0520
7	6535742.4920	327372.1505	602.9619
7	6535756.4920	327343.2135	666.6863
7	6535768.4920	327317.9635	724.0598
7	6535815.4920	327222.4635	820.0607
7	6535836.9920	327178.2765	883.7101
7	6535866.9920	327116.9945	962.4971
