# Case1_F140_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6533463.4920	332142.3385	569.2406
1	6533435.4920	332163.6825	686.6166
1	6533396.9920	332193.2135	776.5785
1	6533356.9920	332223.7445	878.6593
2	6533425.4920	332092.6825	569.2406
2	6533397.4920	332114.0575	686.6166
2	6533358.9920	332143.5885	776.5785
2	6533310.9920	332180.2135	878.5374
3	6533422.9920	332015.7765	566.3514
3	6533379.4920	332049.1195	684.6537
3	6533334.4920	332083.4635	778.5411
3	6533288.9920	332118.3075	905.6341
4	6533397.4920	331940.9635	566.3575
4	6533333.9920	331989.5575	686.6257
4	6533277.9920	332032.3075	810.2011
4	6533233.4920	332066.4005	903.7444
5	6533360.4920	331874.6505	568.3204
5	6533301.9920	331919.4325	700.2381
5	6533219.4920	331982.5265	827.3004
5	6533184.9920	332008.9945	900.1172
6	6533279.4920	331826.5265	577.4675
6	6533245.9920	331852.2445	686.8635
6	6533180.4920	331902.3695	803.0169
6	6533139.9920	331933.4005	898.8063
7	6533232.9920	331767.6505	566.3514
7	6533189.4920	331800.9945	684.6537
7	6533144.9920	331835.0885	778.5411
7	6533086.9920	331879.3695	904.9331
8	6533203.9920	331711.1825	565.4584
8	6533163.4920	331742.2135	695.0230
8	6533099.9920	331790.8385	821.1739
8	6533056.9920	331823.6505	918.8930
9	6533184.4920	331663.1195	565.1414
9	6533156.9920	331684.2445	675.2414
9	6533116.9920	331714.7445	767.1937
9	6533043.4920	331770.9945	919.3197
10	6533168.9920	331612.0265	566.5099
10	6533140.4920	331633.9005	693.1969
10	6533084.4920	331676.6505	815.9923
10	6533008.4920	331734.9325	935.0779
11	6533144.9920	331551.7135	567.9333
11	6533125.9920	331566.2135	666.2224
11	6533107.4920	331580.4635	747.5798
11	6532999.9920	331662.6505	929.4695
12	6533117.4920	331509.7445	566.5983
12	6533095.9920	331526.3075	691.1886
12	6533044.9920	331565.2135	812.1518
12	6532974.4920	331619.1505	929.5610
13	6533080.4920	331459.2445	563.5838
13	6533066.4920	331469.9005	662.5889
13	6533038.9920	331491.0265	747.5798
13	6532931.4920	331573.2135	929.4695
14	6533057.9920	331413.6195	557.0276
14	6533037.4920	331429.4005	683.5015
14	6532981.4920	331472.1505	805.6290
14	6532906.4920	331529.6505	925.3544
15	6533023.9920	331360.9325	552.3367
15	6533000.4920	331378.9945	685.3151
15	6532956.4920	331412.5885	795.5676
15	6532842.4920	331499.8695	973.2999
16	6532947.9920	331277.6825	547.3684
16	6532910.9920	331305.9325	661.5528
16	6532885.4920	331325.5265	785.2958
16	6532758.4920	331422.7135	1015.0575
17	6532894.4920	331208.2135	539.7847
17	6532847.9920	331243.8385	650.3240
17	6532813.4920	331270.3075	754.8858
17	6532779.4920	331296.2445	859.1216
17	6532682.4920	331370.5575	1002.1950
18	6532847.4920	331134.0575	510.7680
18	6532795.9920	331173.4635	639.5554
18	6532751.9920	331207.0575	755.5960
18	6532703.4920	331244.2135	870.7040
18	6532628.9920	331301.2135	980.6456
19	6532799.9920	331075.9635	507.7505
19	6532752.9920	331111.8385	628.8416
19	6532707.4920	331146.7135	739.7220
19	6532655.9920	331186.1195	850.0382
19	6532589.4920	331237.0265	957.2978
20	6532751.4920	331018.7135	496.6344
20	6532714.4920	331046.9325	609.4563
20	6532664.9920	331084.8695	718.5506
20	6532611.4920	331125.8075	826.9041
20	6532549.9920	331172.9005	933.8584
21	6532699.9920	330947.7765	485.4634
21	6532666.4920	330973.4945	596.6547
21	6532614.9920	331012.9325	705.2003
21	6532558.9920	331055.6825	812.9747
21	6532500.4920	331100.4635	920.2036
22	6532660.9920	330867.5575	505.4309
22	6532627.9920	330892.7445	587.0139
22	6532575.4920	330932.9635	697.3669
22	6532514.9920	330979.2765	806.0253
22	6532450.4920	331028.6195	913.8637
23	6532600.4920	330803.5265	550.1177
23	6532582.9920	330817.0265	603.2445
23	6532515.4920	330868.6825	731.2181
23	6532397.9920	330958.4945	909.5661
24	6532550.4920	330731.6825	549.2186
24	6532525.4920	330750.7445	615.0738
24	6532443.4920	330813.6195	763.9018
24	6532344.9920	330888.9325	909.0174
25	6532514.9920	330695.8385	546.1306
25	6532495.4920	330710.8695	615.0586
25	6532412.9920	330773.9635	763.9110
25	6532314.4920	330849.2765	909.0479
26	6532476.9920	330646.2135	538.3616
26	6532456.4920	330661.9945	615.3417
26	6532373.9920	330725.0885	764.0420
26	6532276.4920	330799.6505	909.2003
27	6532452.4920	330601.9945	514.3494
27	6532425.9920	330622.3695	615.6804
27	6532343.4920	330685.4635	764.2158
27	6532246.4920	330759.7765	909.3524
