# Case2_F163_NNE, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6536142.9920	327527.1197	537.9927
1	6536145.4920	327520.6510	599.6937
1	6536151.9920	327508.1822	654.4723
1	6536166.9920	327476.5885	731.1357
1	6536192.4920	327423.7447	832.4515
1	6536209.4920	327390.2447	900.1783
1	6536255.9920	327294.4947	1080.1020
2	6536194.4920	327547.6822	538.8005
2	6536199.4920	327537.5260	626.6135
2	6536216.9920	327502.5572	712.5398
2	6536237.4920	327459.9635	797.4971
2	6536257.4920	327418.2135	882.4388
2	6536279.9920	327373.2135	967.0210
2	6536301.4920	327329.1510	1051.6945
3	6536246.9920	327568.5260	542.4489
3	6536250.4920	327561.0885	614.6500
3	6536258.4920	327544.6510	664.0795
3	6536277.9920	327504.4635	742.7699
3	6536293.9920	327471.8072	812.8832
3	6536316.4920	327425.2447	897.8922
3	6536346.4920	327363.8072	1023.1653
4	6536308.9920	327594.2760	574.0812
4	6536313.9920	327584.0260	628.8843
4	6536327.4920	327556.4947	692.1792
4	6536346.9920	327516.3072	771.2384
4	6536365.9920	327477.1822	850.3737
4	6536383.9920	327439.5885	929.8049
4	6536402.4920	327401.9322	1009.2055
5	6536349.9920	327610.9635	554.7264
5	6536357.4920	327596.0885	631.8927
5	6536371.9920	327567.4010	707.9223
5	6536389.4920	327530.5885	782.8482
5	6536407.9920	327493.0260	857.7499
5	6536424.9920	327457.8697	933.0357
5	6536441.9920	327422.4947	1008.2301
6	6536390.9920	327629.7135	538.3677
6	6536397.4920	327617.1822	601.6290
6	6536401.9920	327606.8385	654.1524
6	6536412.9920	327584.2135	715.0818
6	6536435.4920	327537.6510	806.7872
6	6536457.4920	327493.9010	897.8922
6	6536482.9920	327441.1510	1009.2055
7	6536463.4920	327646.2447	535.0789
7	6536465.4920	327642.3697	586.4866
7	6536473.4920	327626.3385	661.7084
7	6536486.4920	327599.9635	734.6531
7	6536500.9920	327569.5260	806.7872
7	6536522.4920	327525.7760	897.8922
7	6536548.4920	327473.0260	1009.2055
8	6536499.9920	327660.8697	535.8746
8	6536500.4920	327659.5260	579.5006
8	6536510.4920	327639.7447	666.8656
8	6536525.4920	327609.5885	753.3039
8	6536543.4920	327571.6197	838.8220
8	6536563.9920	327530.4635	923.9831
8	6536583.4920	327490.1822	1009.2055
9	6536548.4920	327689.2760	533.6127
9	6536551.9920	327683.1822	582.0274
9	6536560.4920	327664.0572	664.4727
9	6536571.9920	327641.6510	734.6531
9	6536586.4920	327611.2135	806.7872
9	6536607.9920	327567.4322	897.8922
9	6536633.4920	327514.7135	1009.2055
10	6536588.4920	327710.3385	536.6639
10	6536592.9920	327700.0885	594.1796
10	6536600.9920	327683.6510	664.4727
10	6536611.9920	327661.2447	734.6531
10	6536626.4920	327630.8072	806.7872
10	6536647.9920	327587.0572	897.8922
10	6536673.9920	327534.3072	1009.2055
11	6536635.4920	327714.5885	534.0425
11	6536639.4920	327707.1510	603.7900
11	6536645.9920	327693.1197	686.3422
11	6536658.9920	327667.0572	768.0624
11	6536676.4920	327630.5260	848.5756
11	6536695.9920	327591.7135	928.8599
11	6536713.9920	327553.9322	1009.2055
12	6536706.4920	327735.0572	533.6799
12	6536710.4920	327726.3697	606.0394
12	6536713.9920	327720.0885	674.9610
12	6536719.4920	327708.9635	735.3359
12	6536731.9920	327682.3072	806.7872
12	6536753.4920	327638.5572	897.8922
12	6536779.4920	327585.8072	1009.2055
13	6536747.9920	327725.9947	522.3472
13	6536746.9920	327728.4010	623.5565
13	6536750.9920	327719.7135	681.1028
13	6536754.9920	327712.0885	748.9543
13	6536761.9920	327696.9947	806.7872
13	6536790.9920	327638.0885	930.0791
13	6536809.4920	327600.4947	1009.2055
