# Case2_F078_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6539374.4920	326721.1505	1153.8445
1	6539538.9920	326595.3695	1421.9234
1	6539775.4920	326414.5265	1777.9061
2	6539298.4920	326936.6825	765.9614
2	6539414.4920	326847.9945	1042.1869
2	6539465.4920	326808.9945	1166.8702
2	6539592.9920	326711.6195	1426.0952
2	6539851.4920	326513.8075	1777.9061
3	6539377.9920	327033.5885	734.7111
3	6539490.4920	326947.2445	1042.1869
3	6539541.4920	326908.2765	1166.8702
3	6539643.9920	326829.9005	1417.5172
3	6539861.9920	326662.8385	1788.1520
4	6539433.9920	327132.0885	672.7299
4	6539532.4920	327056.9005	932.9351
4	6539651.4920	326965.8075	1240.2948
4	6539733.9920	326902.4635	1479.3134
4	6539884.4920	326787.4005	1756.3159
5	6539543.9920	327220.9945	650.6407
5	6539637.4920	327149.4635	1051.6370
5	6539668.9920	327125.5885	1169.8783
5	6539740.9920	327070.3075	1429.6714
5	6539875.4920	326967.6195	1731.6310
6	6539553.9920	327339.5575	715.0179
6	6539637.4920	327275.5885	972.0386
6	6539729.4920	327205.1195	1227.9105
6	6539818.4920	327136.9635	1484.4182
6	6539928.9920	327052.5885	1737.7556
7	6539558.4920	327414.9005	745.2596
7	6539653.9920	327341.4945	993.1960
7	6539755.9920	327263.4635	1240.1827
7	6539844.9920	327195.2765	1489.1014
7	6539965.9920	327102.7445	1732.8773
8	6539570.4920	327500.0265	768.4857
8	6539701.4920	327399.6505	1061.4890
8	6539762.4920	327352.8695	1182.8905
8	6539860.4920	327278.1505	1455.5883
8	6540009.4920	327163.9005	1723.9046
9	6539648.4920	327581.9005	814.8148
9	6539701.4920	327541.2765	977.9752
9	6539794.9920	327469.8695	1188.5903
9	6539883.4920	327401.9635	1399.9509
9	6540059.4920	327267.4635	1698.4004
10	6539742.4920	327651.6505	863.3952
10	6539736.4920	327656.2135	923.6000
10	6539756.4920	327641.0265	1001.7213
10	6539821.9920	327590.8695	1153.2773
10	6540002.4920	327452.5885	1575.3929
10	6540092.4920	327383.9005	1712.8050
