# Case1_F115_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6532860.4920	329801.9325	401.8624
1	6532789.9920	329855.8695	666.9966
1	6532738.4920	329895.3385	797.9907
1	6532666.9920	329950.0265	884.3283
1	6532557.4920	330033.7445	950.5617
1	6532411.9920	330145.2135	985.6443
1	6532222.9920	330289.7135	1036.8813
2	6532817.4920	329756.1195	392.4078
2	6532751.9920	329806.2445	666.9966
2	6532700.4920	329845.6825	797.9907
2	6532630.9920	329898.8695	875.8856
2	6532509.4920	329991.7445	899.2943
2	6532370.9920	330097.8695	944.3743
2	6532217.9920	330214.9325	995.0017
3	6532786.9920	329669.2135	395.6265
3	6532760.9920	329689.0575	524.7644
3	6532723.4920	329717.8075	652.6313
3	6532664.9920	329762.5885	777.5782
3	6532550.9920	329849.8695	882.7741
3	6532353.4920	330001.0265	928.3722
3	6532167.9920	330143.0265	991.3441
4	6532765.9920	329622.1505	395.3513
4	6532742.9920	329639.8075	525.0192
4	6532703.4920	329670.3075	653.0102
4	6532638.9920	329719.5265	777.2963
4	6532520.9920	329809.7445	884.0753
4	6532322.4920	329961.8385	930.2401
4	6532135.9920	330104.3075	992.8617
5	6532737.9920	329580.9635	423.1799
5	6532699.4920	329610.2765	602.9580
5	6532610.9920	329677.9635	779.9679
5	6532516.9920	329749.9635	875.8856
5	6532396.4920	329841.9945	905.9621
5	6532256.9920	329948.9635	944.3743
5	6532103.9920	330065.9945	995.0017
6	6532691.4920	329537.4945	420.0075
6	6532667.4920	329555.8695	546.4025
6	6532628.9920	329585.5885	671.3668
6	6532569.9920	329630.8075	793.1883
6	6532438.9920	329730.9325	886.6530
6	6532247.9920	329877.1825	934.9361
6	6532065.4920	330016.6195	995.3824
7	6532634.9920	329502.2765	447.7099
7	6532594.4920	329533.1195	606.2376
7	6532526.9920	329584.7765	808.4332
7	6532440.9920	329650.6825	875.8856
7	6532319.9920	329743.3075	899.2943
7	6532180.9920	329849.6825	944.3743
7	6532027.9920	329966.7135	995.0017
