# Case1_F034_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6534586.9920	328031.8697	464.3467
1	6534540.4920	327971.2135	554.4093
2	6534646.4920	327986.2135	464.3467
2	6534586.9920	327908.2760	557.3264
2	6534521.4920	327822.8072	619.3807
3	6534690.9920	327941.1822	480.3398
3	6534636.4920	327870.2135	557.3264
3	6534569.9920	327783.4322	613.4005
4	6534730.9920	327890.8072	490.1360
4	6534717.9920	327873.6197	508.9696
4	6534685.9920	327832.0260	551.7638
4	6534619.4920	327745.3697	613.4005
5	6534775.9920	327846.7760	496.4943
5	6534733.4920	327791.2760	542.2995
5	6534659.9920	327695.4947	607.6152
6	6534792.4920	327765.9010	507.6835
6	6534773.4920	327740.9010	537.1881
6	6534690.4920	327632.4947	619.8805
7	6534838.4920	327722.9635	510.2528
7	6534804.4920	327678.5885	555.1103
7	6534720.4920	327568.5885	633.8221
8	6534878.9920	327672.9635	514.2793
8	6534862.9920	327651.8385	534.9417
8	6534823.4920	327600.6197	582.9020
8	6534751.9920	327506.9947	642.8655
9	6534920.4920	327624.5885	517.8607
9	6534898.4920	327595.7760	548.9991
9	6534784.4920	327446.8697	660.0135
9	6534731.4920	327377.4947	683.0870
10	6534955.9920	327588.4322	528.5409
10	6534933.4920	327559.3385	561.8281
10	6534834.9920	327430.4010	646.7273
10	6534724.4920	327285.8697	703.0880
