# Case2_F112_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6538328.4920	328041.1510	496.4820
1	6538343.4920	328029.7447	551.1146
1	6538373.4920	328006.9635	620.8711
1	6538419.9920	327971.2760	761.8291
1	6538456.4920	327943.1510	868.2352
1	6538538.9920	327880.1197	978.0242
1	6538626.4920	327813.2760	1057.5467
2	6538363.4920	328093.0572	495.0342
2	6538381.4920	328079.3697	551.1146
2	6538410.9920	328056.5885	620.8711
2	6538457.9920	328020.9010	761.8291
2	6538494.4920	327992.8072	868.2352
2	6538576.9920	327929.7447	978.0242
2	6538664.4920	327862.9010	1057.5467
3	6538405.4920	328139.6510	492.7938
3	6538431.4920	328119.9010	553.8911
3	6538459.9920	328097.8697	626.8453
3	6538495.9920	328070.5260	761.8291
3	6538532.4920	328042.4322	868.2352
3	6538614.9920	327979.3697	978.0242
3	6538702.4920	327912.5572	1057.5467
4	6538465.4920	328172.5572	492.2119
4	6538478.4920	328162.6822	551.1967
4	6538497.9920	328147.4947	626.8453
4	6538533.9920	328120.1510	761.8291
4	6538570.4920	328092.0572	868.2352
4	6538652.9920	328029.0260	978.0242
4	6538740.4920	327962.1822	1057.5467
5	6538510.4920	328200.9010	489.9500
5	6538527.4920	328187.9635	575.0655
5	6538552.4920	328168.9947	676.4698
5	6538572.9920	328153.0260	778.0842
5	6538608.9920	328125.6822	878.1106
5	6538677.4920	328073.2760	971.6844
5	6538769.4920	328002.6510	1056.9371
6	6538540.4920	328225.3385	494.7143
6	6538562.9920	328207.8697	574.0020
6	6538582.9920	328192.6822	658.8402
6	6538595.9920	328182.8072	752.6333
6	6538626.4920	328159.2760	861.8951
6	6538692.9920	328108.3697	963.4547
6	6538791.4920	328033.1822	1056.2665
7	6538586.4920	328252.9010	504.7390
7	6538601.4920	328241.5260	605.0732
7	6538617.4920	328229.3697	701.3447
7	6538645.9920	328207.3385	801.7643
7	6538669.9920	328189.0885	889.5713
7	6538734.4920	328139.7447	976.7136
7	6538821.9920	328072.9010	1056.1141
8	6538604.4920	328286.4947	552.1692
8	6538630.4920	328266.7447	689.9968
8	6538640.9920	328258.3697	766.5994
8	6538676.9920	328231.0260	868.2352
8	6538759.4920	328167.9947	978.0242
8	6538846.4920	328101.1510	1057.5467
9	6538628.9920	328330.7447	603.4519
9	6538654.4920	328310.9947	712.9878
9	6538685.4920	328287.4635	810.9020
9	6538727.9920	328254.8072	902.9518
9	6538799.4920	328200.1197	988.2350
9	6538889.9920	328130.9947	1066.5384
10	6538692.4920	328376.6510	637.1353
10	6538703.4920	328368.2760	720.6322
10	6538727.9920	328349.3072	777.0599
10	6538752.9920	328330.3072	868.2352
10	6538835.4920	328267.2760	978.0242
10	6538972.9920	328161.6822	1096.5309
11	6538757.9920	328404.9947	639.5675
11	6538754.9920	328407.2760	716.3284
11	6538765.9920	328398.9322	786.8106
11	6538790.9920	328379.9322	868.2352
11	6538873.4920	328316.9010	978.0242
11	6538976.4920	328237.9010	1107.9302
12	6538814.9920	328440.2135	647.5381
12	6538810.9920	328443.2447	743.7605
12	6538852.4920	328411.3385	865.4003
12	6538909.4920	328368.0572	976.2870
12	6539003.4920	328295.9010	1100.2188
13	6538857.4920	328470.8072	650.0527
13	6538864.9920	328464.7135	772.2778
13	6538903.9920	328435.0885	892.2838
13	6538966.4920	328387.2447	1008.5652
13	6539053.9920	328320.4010	1118.6289
14	6538896.4920	328503.6822	649.5345
14	6538903.4920	328498.3385	728.5511
14	6538925.4920	328481.6510	838.3951
14	6538967.9920	328448.9947	945.6239
14	6539027.4920	328403.4010	1040.6607
14	6539108.9920	328341.1197	1141.6107
15	6538933.9920	328569.3072	649.8911
15	6538960.9920	328548.8072	758.1686
15	6538999.4920	328519.1822	876.0380
15	6539054.4920	328477.4010	982.5658
15	6539121.9920	328425.7447	1088.5754
15	6539205.9920	328361.1822	1190.0130
