# Case1_F084_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6533506.4920	329334.4325	470.7050
1	6533488.4920	329310.7135	559.6153
1	6533459.4920	329272.6825	648.7177
1	6533368.9920	329154.4325	824.8620
2	6533531.4920	329325.7765	477.2582
2	6533501.9920	329287.4325	597.7093
2	6533450.4920	329220.0885	713.0824
2	6533388.4920	329139.0575	825.2887
3	6533565.4920	329308.7135	480.2392
3	6533542.4920	329278.7135	573.0967
3	6533513.4920	329240.4945	651.2780
3	6533418.4920	329116.4635	824.8620
4	6533587.4920	329295.9635	470.7111
4	6533553.4920	329251.4945	591.5676
4	6533500.9920	329182.9005	707.9984
4	6533439.4920	329102.5265	821.6311
5	6533617.9920	329274.3385	463.9564
5	6533592.9920	329241.9325	551.3857
5	6533558.4920	329196.8075	645.5112
5	6533469.9920	329080.8385	819.6194
6	6533647.4920	329251.3075	463.2892
6	6533586.9920	329172.4635	645.2612
6	6533499.9920	329058.7765	820.1680
