# Case1_F087_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6532990.9920	328845.6195	548.7339
1	6532973.9920	328823.4635	613.2605
1	6532917.4920	328749.8695	744.7244
1	6532820.4920	328623.0265	898.8371
2	6532949.9920	328894.8075	555.1073
2	6532927.4920	328865.7135	622.3092
2	6532867.9920	328787.8385	744.7244
2	6532770.9920	328660.9945	898.8371
3	6532924.9920	328965.0265	540.9341
3	6532890.9920	328920.4635	616.8837
3	6532820.9920	328829.0885	753.3771
3	6532721.4920	328698.9945	898.8371
4	6532901.4920	329037.1505	528.1145
4	6532864.4920	328989.1195	606.5001
4	6532784.9920	328885.2765	740.2188
4	6532671.4920	328736.9635	898.8371
5	6532874.4920	329104.8075	523.0365
5	6532795.4920	329001.5265	651.6490
5	6532710.4920	328890.4635	777.8166
5	6532620.9920	328773.7445	902.0710
6	6532830.9920	329150.5265	523.1776
6	6532775.9920	329078.7135	607.1264
6	6532685.9920	328961.2135	740.2188
6	6532572.4920	328812.9005	898.8371
7	6532787.9920	329197.4325	498.9356
7	6532748.9920	329146.3695	554.1070
7	6532640.9920	329005.5575	720.5903
7	6532530.4920	328860.7765	871.8028
8	6532725.4920	329218.4635	473.4970
8	6532659.4920	329132.3075	609.7992
8	6532559.9920	329002.5885	746.7291
8	6532450.4920	328858.9325	878.2923
9	6532673.9920	329254.0885	445.2935
9	6532616.4920	329178.7765	563.2150
9	6532510.9920	329041.1505	727.5208
9	6532366.9920	328852.7765	887.8322
10	6532608.4920	329271.6195	445.6205
10	6532521.9920	329158.3075	596.0786
10	6532418.4920	329023.0265	739.6647
10	6532301.4920	328870.4635	876.5784
11	6532541.9920	329287.1195	452.0603
11	6532463.4920	329184.7445	570.6583
11	6532343.4920	329028.0575	727.1276
11	6532242.4920	328896.2135	860.7349
12	6532458.9920	329281.8075	456.3193
12	6532373.4920	329169.9005	590.4224
12	6532282.4920	329051.1825	722.2106
12	6532190.4920	328931.0575	853.6473
13	6532379.9920	329281.3385	459.5773
13	6532311.4920	329191.7445	578.3514
13	6532227.9920	329082.5885	716.1182
13	6532140.9920	328968.6505	850.7237
14	6532328.9920	329317.4635	458.2920
14	6532253.9920	329219.3385	592.7398
14	6532167.9920	329106.7445	722.7864
14	6532087.4920	329001.8695	855.3137
15	6532280.9920	329357.4325	458.4246
15	6532214.9920	329271.1825	581.0794
15	6532120.9920	329148.2445	711.5584
15	6532039.4920	329042.0575	856.9053
16	6532224.4920	329386.2765	465.3542
16	6532151.9920	329291.8695	597.3006
16	6532063.4920	329176.2765	722.7638
16	6531990.4920	329080.8075	843.3292
17	6532166.9920	329414.3075	473.8079
17	6532106.9920	329335.7135	584.5663
17	6532021.4920	329224.1505	711.5584
17	6531942.4920	329120.8385	846.9795
18	6532114.9920	329448.9635	483.4703
18	6532041.4920	329352.9325	606.6674
18	6531961.9920	329248.9325	727.4632
18	6531889.9920	329154.9005	850.0361
19	6532059.9920	329480.2135	497.9633
19	6532007.4920	329411.2765	581.8444
19	6531914.9920	329290.7135	722.7111
19	6531842.9920	329196.7445	846.6369
20	6531987.4920	329487.7765	534.8488
20	6531924.4920	329405.5265	634.8322
20	6531857.9920	329318.8075	733.4050
20	6531798.4920	329241.3385	838.7353
21	6531914.4920	329495.3385	570.5516
21	6531867.4920	329434.0885	647.9679
21	6531815.9920	329366.7135	722.7111
21	6531747.9920	329277.7135	830.2926
22	6531862.4920	329530.1195	574.3217
22	6531808.4920	329460.0265	663.4322
22	6531753.4920	329388.1825	751.9473
22	6531695.4920	329311.9945	847.2237
23	6531814.9920	329571.1505	570.5516
23	6531768.4920	329510.1505	647.9679
23	6531718.4920	329444.8075	738.7802
23	6531643.9920	329347.9635	858.5549
24	6531765.4920	329609.4325	570.2379
24	6531709.4920	329536.2445	668.0963
24	6531652.9920	329462.2765	765.7102
24	6531593.4920	329384.4005	862.2034
25	6531715.9920	329647.1505	570.5516
25	6531665.4920	329581.3695	662.6654
25	6531618.9920	329520.8075	738.7802
25	6531548.4920	329428.3075	856.7136
26	6531705.9920	329654.7445	570.5516
26	6531655.4920	329588.9635	662.6654
26	6531608.9920	329528.4005	738.7802
26	6531538.4920	329435.9325	856.7136
