# Case1_F151_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6531700.4920	330572.9945	507.1375
1	6531677.4920	330543.0575	554.8757
1	6531610.9920	330456.2445	666.7619
1	6531521.9920	330339.9635	757.2938
2	6531749.9920	330534.9635	507.1375
2	6531726.9920	330505.0265	554.8757
2	6531660.4920	330418.2135	666.7619
2	6531571.9920	330302.1825	757.2938
3	6531799.4920	330496.9635	507.1375
3	6531776.4920	330467.0265	554.8757
3	6531711.9920	330382.7445	662.1015
3	6531621.4920	330264.1825	757.2938
4	6531910.9920	330436.9635	503.1358
4	6531888.9920	330408.0575	550.7273
4	6531825.4920	330325.2765	654.2254
4	6531711.4920	330176.2765	774.4022
5	6531939.4920	330391.6505	501.1515
5	6531915.4920	330360.6195	553.3456
5	6531865.4920	330294.9635	654.2254
5	6531751.4920	330145.9945	774.4022
6	6531982.9920	330346.0885	497.8231
6	6531965.4920	330322.9005	553.3456
6	6531922.9920	330267.6505	656.7919
6	6531811.4920	330121.8385	790.9346
7	6532046.9920	330326.6505	483.8510
7	6532024.9920	330298.0575	545.9785
7	6531973.4920	330230.7765	655.2130
7	6531860.9920	330083.8075	790.9346
8	6532087.9920	330277.4635	490.2275
8	6532069.9920	330253.8385	548.6334
8	6532022.9920	330192.6825	655.2130
8	6531910.9920	330045.9945	790.9346
9	6532137.4920	330239.4325	490.2275
9	6532119.4920	330215.7765	548.6334
9	6532072.9920	330154.9005	655.2130
9	6531960.4920	330007.9635	790.9346
