# Case2_F012_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6541389.4920	325493.8385	749.6131
1	6541398.4920	325487.1505	806.2975
2	6541421.4920	325516.5885	752.1676
2	6541442.9920	325500.0575	832.7118
2	6541468.4920	325480.8385	886.8663
3	6541473.4920	325555.7135	744.7564
3	6541488.9920	325543.5885	840.6000
3	6541531.9920	325510.7765	941.5253
4	6541520.4920	325598.5265	767.0529
4	6541538.4920	325584.6825	847.3486
4	6541586.4920	325547.7445	943.9311
5	6541556.9920	325649.1195	765.1040
5	6541584.9920	325627.8695	862.3521
5	6541629.4920	325593.4325	957.1473
6	6541595.9920	325698.1505	767.4451
6	6541626.4920	325674.5575	868.0687
6	6541669.9920	325641.1825	970.8996
7	6541631.9920	325749.1825	777.2820
7	6541662.9920	325725.3075	845.5945
7	6541679.9920	325712.2135	912.9195
7	6541708.9920	325690.0885	976.4219
8	6541718.9920	325761.1505	794.2307
8	6541719.4920	325760.7135	846.8661
8	6541718.4920	325761.6505	916.8538
8	6541743.4920	325742.3075	1001.1897
