# Case1_F060_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6534091.9920	328475.1197	438.6033
1	6534069.9920	328446.3385	481.3608
1	6534028.9920	328392.5572	540.7755
1	6533989.4920	328341.0260	592.0826
2	6534044.9920	328516.4010	438.8837
2	6534014.9920	328477.0885	493.7662
2	6533979.4920	328430.4322	546.4938
2	6533939.4920	328378.1197	597.1395
3	6533999.4920	328559.5260	435.9881
3	6533977.4920	328530.8385	478.3158
3	6533932.4920	328471.9635	548.7158
3	6533885.4920	328410.5260	607.1458
4	6533947.9920	328615.5260	432.4709
4	6533923.9920	328584.2447	476.5024
4	6533876.4920	328522.4947	552.8062
4	6533804.9920	328428.9010	642.2589
5	6533906.4920	328664.1197	438.3565
5	6533885.9920	328637.2135	473.4482
5	6533829.9920	328564.1510	564.8610
5	6533755.9920	328467.7760	657.5082
6	6533864.4920	328712.3072	434.4459
6	6533848.9920	328691.8697	463.5055
6	6533779.4920	328601.0260	575.8552
6	6533691.9920	328486.7760	679.8896
7	6533837.4920	328738.5885	428.6943
7	6533810.4920	328703.3385	491.0900
7	6533737.9920	328608.7447	596.6486
7	6533649.9920	328493.6822	694.3006
8	6533826.9920	328765.7760	427.5025
8	6533798.4920	328728.7447	476.4503
8	6533737.4920	328648.9322	579.3268
8	6533627.9920	328506.0885	700.7806
9	6533809.4920	328784.0572	426.5851
9	6533785.4920	328753.0885	478.0416
9	6533721.4920	328669.1822	583.4386
9	6533639.9920	328562.9947	681.3008
10	6533792.4920	328823.9010	417.4318
10	6533748.9920	328767.0260	504.3673
10	6533698.4920	328701.0260	587.5502
10	6533641.9920	328627.1510	659.7087
11	6533769.9920	328856.0260	408.1354
11	6533746.9920	328825.9635	462.3566
11	6533722.4920	328794.0885	513.3223
11	6533690.9920	328752.9947	561.3954
11	6533630.4920	328673.7760	641.6889
12	6533747.4920	328867.9322	406.4804
12	6533728.9920	328843.7135	466.3800
12	6533695.9920	328800.6510	527.7789
12	6533624.4920	328707.0260	625.6443
13	6533732.4920	328910.0885	401.3813
13	6533709.9920	328880.2135	444.4222
13	6533681.4920	328843.1822	504.1539
13	6533596.4920	328732.0885	623.6905
14	6533721.4920	328936.4947	398.7080
14	6533692.4920	328898.6822	446.6623
14	6533660.4920	328857.0885	508.9696
14	6533574.9920	328745.1197	625.6443
