# Case1_F109_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6533581.4920	330351.8695	524.9321
1	6533555.9920	330371.4635	585.4319
1	6533491.4920	330420.8385	678.1249
2	6533565.9920	330300.7445	519.0982
2	6533525.4920	330331.7765	585.4319
2	6533460.9920	330381.1505	678.1249
3	6533562.9920	330224.4635	488.7492
3	6533508.4920	330266.1825	578.5157
3	6533415.9920	330336.9325	688.6466
4	6533551.9920	330185.5265	467.9130
4	6533485.4920	330236.4005	576.0410
4	6533397.9920	330303.3385	707.2089
5	6533519.9920	330131.4325	445.5193
5	6533469.4920	330170.0885	553.7357
5	6533348.4920	330262.7135	712.3662
6	6533493.9920	330072.5885	420.5284
6	6533402.4920	330142.5575	599.9709
6	6533295.4920	330224.4945	721.5407
7	6533469.9920	330012.2445	413.2806
7	6533382.4920	330079.1825	577.5955
7	6533225.4920	330199.2765	747.3237
8	6533451.4920	329947.5575	390.3687
8	6533349.4920	330025.6825	587.0809
8	6533187.4920	330149.5885	747.3237
9	6533431.4920	329884.3075	378.6214
9	6533326.4920	329964.7445	572.8467
9	6533149.9920	330099.8385	747.3237
10	6533395.4920	329849.0265	376.3631
10	6533329.9920	329899.1505	505.8607
10	6533232.4920	329973.6825	625.6504
10	6533105.4920	330070.9005	736.0888
11	6533366.4920	329823.9005	373.5711
11	6533295.9920	329877.8385	510.5607
11	6533197.9920	329952.9005	626.5188
11	6533069.9920	330050.9005	731.1266
12	6533319.4920	329781.1195	367.4629
12	6533231.4920	329848.5575	532.1345
12	6533114.9920	329937.5885	640.4180
12	6533008.9920	330018.7765	732.8640
13	6533270.4920	329739.8385	350.7964
13	6533191.4920	329800.4005	503.0806
13	6533076.9920	329887.9325	621.6514
13	6532947.9920	329986.6505	720.0136
14	6533188.9920	329723.6505	358.7182
14	6533145.4920	329756.9635	466.3250
14	6533031.4920	329844.2445	608.4932
14	6532892.4920	329950.6195	715.9049
15	6533138.4920	329715.0265	407.0047
15	6533076.9920	329762.0885	510.3535
15	6532996.4920	329823.6825	611.7667
15	6532864.4920	329924.7135	713.9816
