# Case1_F156_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6532796.4920	331598.0575	605.3994
1	6532753.9920	331630.6505	695.9740
1	6532648.4920	331711.3075	873.0509
1	6532537.4920	331796.3075	1042.8858
2	6532744.4920	331511.8385	588.9981
2	6532692.9920	331551.3075	695.9740
2	6532587.9920	331631.7135	873.0509
2	6532476.4920	331716.9325	1042.8858
3	6532700.4920	331419.5575	586.7182
3	6532638.9920	331466.6505	694.3067
3	6532532.9920	331547.8075	874.5445
3	6532415.9920	331637.3695	1043.0382
4	6532641.4920	331323.2135	588.4830
4	6532587.4920	331364.4325	694.2119
4	6532456.4920	331464.6825	860.0055
4	6532310.9920	331576.1505	1037.8566
5	6532595.9920	331216.3695	605.3446
5	6532548.9920	331252.2445	699.1561
5	6532418.9920	331351.7135	881.5244
5	6532285.9920	331453.4945	1040.3255
6	6532581.9920	331085.3075	577.9430
6	6532504.4920	331144.5885	699.3451
6	6532350.4920	331262.4005	881.5244
6	6532217.4920	331364.1825	1013.4421
7	6532555.4920	331042.7135	575.7118
7	6532454.4920	331120.0885	727.3136
7	6532328.4920	331216.5265	872.1362
7	6532187.4920	331324.4005	1011.1561
