# Case1_F064_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6533287.9920	329665.7765	472.0370
1	6533215.4920	329571.1195	603.2658
1	6533126.4920	329454.8385	739.4785
2	6533322.9920	329649.5575	465.3344
2	6533273.9920	329585.7135	572.2066
2	6533201.9920	329491.7445	682.1522
2	6533139.4920	329410.0265	758.5968
3	6533349.4920	329622.4325	469.0892
3	6533277.9920	329529.2135	610.1924
3	6533228.4920	329464.8385	684.3882
3	6533174.9920	329394.9945	756.8259
4	6533364.4920	329601.1505	473.1678
4	6533308.4920	329527.8695	577.6495
4	6533240.4920	329439.3385	691.6982
4	6533171.9920	329349.5265	795.7617
5	6533382.4920	329583.5575	468.0959
5	6533320.4920	329502.5885	586.2631
5	6533256.9920	329419.3075	699.6852
5	6533206.4920	329353.6195	777.9196
6	6533403.4920	329549.4325	481.3395
6	6533366.4920	329500.6825	550.8060
6	6533314.9920	329433.8695	646.1284
6	6533274.4920	329381.0885	715.5199
6	6533235.4920	329329.9325	785.3830
7	6533422.4920	329532.9005	482.2234
7	6533353.9920	329443.4325	613.8333
7	6533326.9920	329407.9945	659.3976
7	6533246.4920	329303.0885	789.9516
8	6533446.4920	329502.8695	498.0334
8	6533384.9920	329422.5265	612.0654
8	6533336.4920	329358.9005	694.7322
8	6533286.4920	329293.7135	776.9403
9	6533502.4920	329473.2135	488.7431
9	6533467.9920	329427.9945	567.5978
9	6533405.9920	329346.6195	678.3775
9	6533339.9920	329260.6505	795.7380
10	6533563.9920	329450.3385	470.2021
10	6533523.9920	329398.0885	564.2087
10	6533464.9920	329321.3075	671.8959
10	6533403.4920	329240.8075	778.5969
11	6533615.4920	329415.1825	437.8597
11	6533575.9920	329363.4325	564.8488
11	6533517.9920	329287.4005	674.8013
11	6533450.9920	329200.3385	771.5926
12	6533665.9920	329378.1825	427.7586
12	6533607.4920	329301.9635	567.5584
12	6533548.9920	329225.0885	684.9137
12	6533485.4920	329142.6505	798.7695
13	6533710.9920	329334.2765	420.5196
13	6533657.4920	329264.0575	567.5584
13	6533605.4920	329196.0265	674.3956
13	6533521.4920	329086.4325	824.1539
14	6533761.4920	329297.3385	421.0926
14	6533697.9920	329214.6195	572.9839
14	6533630.9920	329126.9945	708.3077
14	6533573.9920	329052.4325	812.3789
15	6533818.4920	329268.9635	427.6641
15	6533747.9920	329176.7765	572.9839
15	6533666.4920	329070.2445	735.2433
15	6533583.9920	328962.9005	897.3006
16	6533860.9920	329221.6195	457.1718
16	6533794.4920	329134.7445	567.9160
16	6533720.4920	329038.2135	707.8106
16	6533642.9920	328936.8385	842.3981
17	6533901.4920	329171.9945	462.0883
17	6533836.4920	329087.0265	583.8573
17	6533771.4920	329001.7445	701.9938
17	6533676.4920	328878.1825	853.0975
18	6533922.9920	329138.3075	473.0221
18	6533895.4920	329102.0265	535.8305
18	6533862.4920	329058.9945	596.7858
18	6533799.4920	328976.6505	699.8727
18	6533712.9920	328863.5885	846.8533
19	6533956.4920	329099.5885	472.6831
19	6533937.9920	329075.5575	526.3000
19	6533896.4920	329021.2445	606.8591
19	6533838.9920	328946.3385	703.0661
19	6533743.4920	328821.3385	844.2259
20	6533974.4920	329082.3385	472.4000
20	6533945.4920	329044.2765	547.9945
20	6533907.4920	328994.8695	621.0878
20	6533769.9920	328815.1825	832.6947
21	6534005.9920	329061.6825	466.8843
21	6533985.4920	329034.9325	520.6249
21	6533953.9920	328993.4325	589.0158
21	6533886.9920	328905.9635	708.2196
21	6533817.9920	328816.1505	826.7865
