# Case1_F127_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6532753.9920	329883.4945	503.6847
1	6532719.9920	329909.2765	604.2945
1	6532662.4920	329953.3695	735.3829
1	6532610.4920	329992.9945	838.5923
1	6532548.4920	330040.7445	913.9463
2	6532716.4920	329833.3385	460.1851
2	6532666.9920	329871.2445	612.6177
2	6532619.9920	329907.2135	728.4483
2	6532569.4920	329945.7765	825.4460
2	6532516.4920	329986.4325	905.0483
3	6532671.9920	329788.6505	440.5672
3	6532630.4920	329820.3075	580.0028
3	6532582.9920	329856.9005	706.5676
3	6532532.4920	329895.5885	809.6326
3	6532471.4920	329942.3075	901.4757
4	6532616.4920	329752.3075	417.3850
4	6532591.9920	329771.1195	554.7257
4	6532538.4920	329812.0885	712.6600
4	6532486.9920	329851.5575	808.5591
4	6532429.4920	329895.6195	903.2683
5	6532571.4920	329708.4005	424.3012
5	6532549.4920	329725.1505	535.8854
5	6532497.4920	329764.8695	710.8092
5	6532449.9920	329801.2445	806.2703
5	6532383.9920	329851.8695	894.5184
6	6532515.9920	329671.8075	444.8524
6	6532503.4920	329681.6825	534.8335
6	6532462.9920	329712.6505	695.8804
6	6532414.4920	329749.7445	789.9592
6	6532337.9920	329808.3075	900.3559
7	6532458.9920	329636.9635	501.6578
7	6532451.9920	329642.0885	579.3219
7	6532421.9920	329665.0575	705.7081
7	6532372.9920	329702.5265	797.2464
7	6532313.4920	329748.2765	886.6956
