# Case1_F108_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6533768.4920	330051.1825	410.7172
1	6533684.4920	330115.5575	583.0423
1	6533516.4920	330244.0575	730.1726
1	6533306.9920	330404.3695	857.0184
2	6533754.4920	330030.6505	408.9734
2	6533694.9920	330076.1825	544.3844
2	6533581.9920	330162.7135	672.6994
2	6533291.9920	330384.5885	857.0184
3	6533738.4920	329995.5575	397.7052
3	6533647.4920	330065.2765	573.6636
3	6533484.4920	330189.9635	727.6367
3	6533268.9920	330354.8385	857.0184
4	6533719.9920	329962.7765	387.3664
4	6533642.4920	330022.0575	541.7510
4	6533536.4920	330103.2445	672.6994
4	6533246.4920	330325.1195	857.0184
5	6533666.9920	329924.4945	384.6110
5	6533628.4920	329954.0265	511.4264
5	6533554.9920	330010.2445	603.7383
5	6533395.9920	330131.8695	737.2196
5	6533208.4920	330275.4005	857.0184
6	6533586.4920	329891.5575	432.5894
6	6533545.9920	329922.5885	546.3230
6	6533464.4920	329984.9325	639.6285
6	6533154.9920	330221.8385	860.9808
7	6533532.9920	329853.9005	446.9092
7	6533487.9920	329888.2445	541.2480
7	6533426.4920	329935.3075	639.6285
7	6533107.9920	330179.0885	863.4802
8	6533478.9920	329816.4635	455.7054
8	6533444.9920	329842.4005	553.7266
8	6533388.4920	329885.6825	639.6285
8	6533087.9920	330115.7135	830.0131
9	6533436.9920	329769.9325	467.1784
9	6533373.4920	329818.5265	600.2452
9	6533227.4920	329930.2135	720.7482
9	6533050.9920	330065.3385	827.4223
10	6533384.9920	329730.9945	458.8056
10	6533347.4920	329759.7445	554.6166
10	6533279.9920	329811.4005	648.6384
10	6533011.9920	330016.4945	830.0131
11	6533350.9920	329678.2765	452.9717
11	6533303.4920	329714.6825	557.6616
11	6533229.9920	329770.9005	646.8340
11	6532973.9920	329966.8385	830.0131
12	6533294.4920	329642.9635	488.6730
12	6533258.4920	329670.4325	549.8251
12	6533191.9920	329721.3075	646.8340
12	6532935.9920	329917.2445	830.0131
