# Case1_F107_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6533870.9920	330020.2445	504.9432
1	6533805.4920	330070.3695	619.7857
1	6533732.9920	330125.8385	696.1721
1	6533485.9920	330314.9005	787.1276
2	6533870.4920	329941.7765	497.5518
2	6533775.4920	330014.5575	619.5696
2	6533677.9920	330089.1195	694.9407
2	6533421.9920	330285.0575	785.5302
3	6533818.9920	329902.7135	511.0816
3	6533737.4920	329965.0575	619.5696
3	6533622.4920	330053.0885	698.2265
3	6533405.9920	330218.7445	775.3776
4	6533772.9920	329859.1825	514.1177
4	6533687.4920	329924.5575	615.1866
4	6533584.4920	330003.4635	698.2265
4	6533373.9920	330164.5265	773.4421
5	6533720.9920	329820.2135	517.8698
5	6533649.4920	329874.9325	615.1866
5	6533546.4920	329953.8075	698.2265
5	6533335.9920	330114.8695	773.4421
6	6533667.9920	329781.9945	524.3682
6	6533611.4920	329825.2765	615.1866
6	6533508.4920	329904.1505	698.2265
6	6533297.9920	330065.2135	773.4421
7	6533609.4920	329748.2135	532.5186
7	6533565.4920	329781.7765	612.8305
7	6533470.4920	329854.5575	698.2265
7	6533259.9920	330015.6195	773.4421
