# Case1_F012_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6536058.9920	328770.6825	605.6555
1	6536105.4920	328735.0575	658.1479
2	6535972.9920	328773.5265	600.1538
2	6536015.4920	328740.9635	628.2656
2	6536058.4920	328708.1195	659.2909
3	6535868.4920	328774.8385	584.8132
3	6535945.9920	328715.5575	645.1363
3	6536010.4920	328666.1825	693.1546
4	6535765.9920	328774.5265	570.2224
4	6535826.4920	328728.2135	625.6318
4	6535903.9920	328668.9325	674.0619
4	6535973.4920	328615.7445	728.1487
5	6535622.4920	328726.9325	567.1317
5	6535750.4920	328628.9635	658.3220
5	6535908.4920	328508.0885	758.9153
6	6535512.9920	328653.4005	559.0454
6	6535616.9920	328573.7445	644.9717
6	6535879.9920	328372.4635	807.3661
7	6535438.9920	328599.8385	573.7276
7	6535536.9920	328524.7765	638.1868
7	6535648.9920	328438.9945	692.4992
7	6535744.4920	328365.9635	743.0809
8	6535406.9920	328529.8075	564.2087
8	6535484.4920	328470.5265	636.4921
8	6535581.9920	328395.9635	692.9595
8	6535678.9920	328321.6505	742.6237
9	6535369.9920	328448.0265	569.6616
9	6535452.9920	328384.4325	632.5450
9	6535571.4920	328293.8385	702.3379
10	6535327.9920	328401.4325	566.2204
10	6535423.9920	328327.9005	623.5655
10	6535515.4920	328257.9325	675.8510
11	6535289.9920	328335.9325	550.9194
11	6535377.4920	328269.0265	598.0812
11	6535458.9920	328206.6825	637.5955
12	6535262.9920	328277.9635	543.7931
12	6535379.4920	328188.9005	604.5033
