# Case1_F006_NNE, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6535544.9920	327992.0572	523.1673
1	6535548.9920	327964.7135	577.6778
1	6535564.9920	327864.1197	733.9949
2	6535492.4920	327977.3697	523.0970
2	6535495.4920	327958.4947	572.3345
2	6535500.9920	327922.2760	647.4283
2	6535506.9920	327882.7760	703.5057
2	6535517.9920	327810.9635	831.7809
2	6535529.4920	327741.3072	960.3764
3	6535440.4920	327962.8697	518.3086
3	6535444.9920	327935.6197	596.0420
3	6535455.4920	327867.1197	715.4599
3	6535465.9920	327796.5885	834.5547
3	6535477.9920	327719.3072	952.6040
4	6535370.4920	327949.3385	523.4721
4	6535373.9920	327929.2135	565.5986
4	6535381.9920	327877.9322	659.0780
4	6535391.4920	327818.0885	751.3287
4	6535401.9920	327747.8385	841.6259
4	6535413.9920	327670.8697	930.5973
5	6535327.9920	327936.8072	521.2105
5	6535330.9920	327915.9635	558.8870
5	6535339.4920	327859.4322	650.9305
5	6535348.9920	327793.9635	741.5233
5	6535361.9920	327712.0260	828.7635
5	6535375.9920	327623.4947	914.5649
6	6535284.4920	327927.4635	524.2219
6	6535288.4920	327901.4947	549.9135
6	6535291.4920	327881.0572	585.8342
6	6535302.9920	327803.5885	684.5500
6	6535314.4920	327730.0260	766.1208
6	6535334.9920	327596.7447	940.3206
7	6535215.9920	327903.9322	525.3283
7	6535219.4920	327879.4947	561.5111
7	6535234.9920	327780.5572	670.0538
7	6535249.9920	327682.6510	778.7182
7	6535267.4920	327571.7447	897.3130
8	6535174.9920	327882.7135	525.1759
8	6535180.9920	327841.6510	582.1584
8	6535190.9920	327776.0885	643.7037
8	6535204.9920	327685.9947	738.5303
8	6535218.4920	327598.2135	833.7011
9	6535114.4920	327865.4010	524.6972
9	6535119.4920	327830.9635	558.0425
9	6535129.4920	327768.1197	616.7289
9	6535142.9920	327680.7447	703.8105
9	6535155.9920	327594.9010	791.2213
10	6535065.4920	327834.7760	526.4376
10	6535069.4920	327808.9947	548.9688
10	6535076.9920	327758.8697	598.7974
10	6535089.4920	327680.6510	672.1294
10	6535101.4920	327602.1197	745.3791
11	6535005.9920	327822.2447	511.9111
11	6535011.9920	327778.8385	551.0140
11	6535021.9920	327716.1822	604.1802
11	6535031.9920	327650.7135	663.8509
12	6534987.9920	327819.7135	511.9111
12	6534994.9920	327775.5572	551.0140
12	6535004.4920	327713.6822	604.1802
12	6535013.9920	327648.1822	663.8509
