# Case1_F014_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6536821.9920	329241.2445	667.4257
1	6536768.4920	329282.2445	732.8311
1	6536663.9920	329362.1195	894.9222
2	6536869.4920	329283.5575	634.2768
2	6536827.9920	329315.4635	713.2239
2	6536772.9920	329357.6195	834.8808
2	6536687.9920	329422.4635	958.9800
2	6536598.9920	329490.6195	1046.9552
3	6536903.9920	329336.1505	656.4112
3	6536877.4920	329356.4005	714.8484
3	6536824.4920	329396.8695	814.5362
3	6536752.9920	329451.4005	917.4445
3	6536666.9920	329517.2445	1032.8673
3	6536541.9920	329613.0265	1118.4157
4	6536951.4920	329378.3075	626.0759
4	6536927.9920	329396.4635	711.3469
4	6536867.4920	329442.6825	811.6507
4	6536737.4920	329542.3385	969.4850
4	6536643.9920	329613.8385	1077.6383
4	6536561.9920	329676.4945	1135.5958
5	6537009.4920	329412.5265	642.0922
5	6536978.4920	329436.2445	725.2284
5	6536905.4920	329492.3075	811.6507
5	6536767.4920	329597.8385	975.1131
5	6536667.4920	329674.5265	1061.5476
5	6536561.4920	329755.4005	1127.8444
6	6537063.4920	329449.9945	641.6588
6	6537013.9920	329487.9325	725.2498
6	6536952.4920	329535.1825	787.6540
6	6536909.4920	329567.8385	852.4644
6	6536826.4920	329631.4325	962.4566
6	6536703.4920	329725.4945	1063.7781
6	6536621.4920	329788.3075	1126.9794
7	6537085.4920	329512.0575	637.7046
7	6537031.9920	329552.7765	727.4513
7	6536970.4920	329599.8385	811.4184
7	6536824.4920	329711.6505	1000.3866
7	6536688.9920	329815.4635	1112.0052
8	6537057.9920	329611.5265	734.2670
8	6536992.4920	329661.8075	828.7534
8	6536861.4920	329762.0265	997.5757
8	6536734.9920	329858.7765	1099.4474
9	6537080.9920	329672.8695	727.0167
9	6537060.9920	329688.1505	786.6759
9	6537046.9920	329698.7135	820.4957
9	6536899.4920	329811.6825	1003.5559
9	6536753.4920	329923.4635	1131.3442
10	6537142.9920	329704.1505	712.8453
10	6537116.4920	329724.4005	774.6781
10	6537084.9920	329748.3385	820.4957
10	6536957.4920	329846.0575	993.5319
10	6536805.9920	329961.9945	1145.3970
11	6537144.9920	329781.2765	772.1552
11	6537071.9920	329837.2765	904.4292
11	6536983.9920	329904.4005	1039.9256
11	6536875.4920	329987.3695	1147.6022
12	6537142.9920	329861.2765	833.8024
12	6537104.4920	329890.9945	912.0694
12	6537045.9920	329935.5575	1016.1618
12	6536921.9920	330030.4635	1143.9772
13	6537173.4920	329901.2135	845.4006
13	6537121.4920	329940.9005	953.9542
13	6537035.9920	330006.1195	1063.6690
13	6536958.9920	330065.0575	1155.5331
14	6537219.4920	329944.4945	848.0914
14	6537166.9920	329984.8075	961.5333
14	6537086.9920	330046.1195	1077.4786
14	6536990.4920	330119.6505	1164.7345
15	6537267.9920	329986.0265	847.8528
15	6537209.9920	330030.3695	960.0575
15	6537130.4920	330091.3695	1067.1266
15	6537023.9920	330173.0575	1164.9563
16	6537314.9920	330028.9005	847.1816
16	6537275.4920	330058.9635	924.8734
16	6537179.9920	330132.4005	1051.1965
16	6537056.4920	330226.6195	1162.9502
17	6537367.9920	330098.4005	847.1816
17	6537333.4920	330125.0265	925.5294
17	6537245.9920	330191.8075	1058.9031
17	6537121.9920	330286.6825	1165.1033
18	6537423.9920	330149.9325	809.1263
18	6537378.9920	330184.5885	925.5294
18	6537286.9920	330254.8075	1090.3817
18	6537185.4920	330332.4945	1196.5139
