# Case1_F038_NNE, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6534236.9920	327457.5885	463.6946
1	6534316.4920	327396.7765	525.4015
1	6534415.9920	327320.7135	598.3277
1	6534529.9920	327233.4325	680.4261
1	6534643.9920	327146.1505	793.4949
1	6534740.4920	327072.3385	895.2709
1	6534846.4920	326991.1825	1012.3445
1	6535006.4920	326868.8075	1193.6097
2	6534166.4920	327432.9325	467.3217
2	6534420.4920	327238.5265	683.1510
2	6534546.4920	327142.0575	829.4641
2	6534676.4920	327042.5885	972.1721
2	6534851.4920	326908.7445	1181.0520
3	6534083.9920	327417.4005	462.5546
3	6534241.4920	327296.7765	593.7286
3	6534392.4920	327181.2445	738.5391
3	6534587.9920	327031.6195	971.6844
3	6534720.9920	326929.8385	1152.8884
4	6534042.9920	327370.0885	492.5866
4	6534139.9920	327295.7765	575.9465
4	6534281.9920	327187.1195	692.8528
4	6534374.4920	327116.4005	801.0052
4	6534518.4920	327006.2135	990.9173
4	6534620.4920	326928.0885	1119.8175
5	6533989.9920	327331.8695	497.8841
5	6534100.9920	327246.9005	607.9658
5	6534183.4920	327183.7765	677.0550
5	6534343.4920	327061.4005	853.8482
5	6534520.9920	326925.5265	1050.9326
6	6533956.9920	327278.4945	519.7992
6	6534146.4920	327133.4325	721.7571
6	6534314.4920	327004.9325	896.3984
6	6534427.4920	326918.4325	1016.5206
7	6533903.9920	327240.2445	534.2925
7	6534028.9920	327144.5575	683.1510
7	6534131.4920	327066.2135	795.7687
7	6534250.4920	326975.1195	929.0123
7	6534313.9920	326926.4945	1015.2706
8	6533846.4920	327205.7135	556.0278
8	6533949.4920	327126.8075	681.2978
8	6534093.4920	327016.6195	823.3681
8	6534208.4920	326928.5885	950.6224
9	6533830.9920	327185.9325	556.0278
9	6533934.4920	327106.8075	681.2978
9	6534077.9920	326996.8695	823.3681
9	6534173.4920	326923.8695	934.4378
