# Case1_F139_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6532934.9920	331836.8695	568.8566
1	6532996.9920	331917.7445	685.4279
1	6533087.4920	332036.0575	811.6946
1	6533244.4920	332241.2445	976.8051
2	6532960.9920	331788.4325	554.9549
2	6533042.9920	331895.3695	707.7545
2	6533150.4920	332036.0265	849.3984
2	6533284.4920	332211.0575	976.4393
3	6533002.4920	331739.9945	546.2742
3	6533071.9920	331830.6825	682.7243
3	6533152.4920	331935.7765	804.4708
3	6533333.9920	332172.9325	976.8051
4	6533058.9920	331710.4945	549.5965
4	6533135.4920	331810.7135	706.6085
4	6533247.9920	331957.4635	849.0327
4	6533382.4920	332133.4005	978.7253
5	6533102.9920	331685.9325	553.2999
5	6533161.4920	331762.3695	682.7243
5	6533249.4920	331877.2765	801.7459
5	6533421.4920	332102.3385	980.9504
6	6533156.4920	331653.0885	545.4936
6	6533185.9920	331691.6195	619.3044
6	6533227.4920	331745.7445	706.3677
6	6533341.4920	331894.9945	849.7642
6	6533473.9920	332067.7445	983.2665
7	6533185.4920	331608.9945	548.1914
7	6533251.4920	331695.2445	681.0662
7	6533345.4920	331818.0575	810.9935
7	6533515.9920	332040.6195	985.2480
8	6533230.4920	331585.1195	544.0796
8	6533305.4920	331683.0265	702.1340
8	6533420.4920	331833.3075	849.6727
8	6533555.9920	332010.7135	985.6443
9	6533271.4920	331535.9325	544.5673
9	6533346.4920	331634.0265	691.3380
9	6533434.9920	331749.6825	810.9935
9	6533605.4920	331972.2445	985.2480
