# Case1_F001_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6535254.9920	327229.3695	672.5156
1	6535256.4920	327228.2765	752.3395
1	6535261.4920	327224.6195	842.5587
1	6535271.4920	327216.9945	930.7494
1	6535310.9920	327186.4635	1048.8453
1	6535363.9920	327145.9945	1171.4343
1	6535421.4920	327102.0885	1277.9276
2	6535276.9920	327306.9635	675.0458
2	6535279.4920	327305.2765	755.7908
2	6535286.4920	327299.8385	817.1572
2	6535294.9920	327293.3075	923.8914
2	6535345.4920	327254.6825	1048.7496
2	6535381.9920	327226.5575	1107.3365
2	6535434.9920	327186.3075	1208.5075
3	6535318.4920	327401.3075	654.0621
3	6535331.9920	327390.7445	754.8685
3	6535354.4920	327373.7765	855.9135
3	6535378.4920	327355.2765	959.9063
3	6535406.9920	327333.4005	1050.7357
3	6535475.4920	327281.2765	1170.3425
4	6535337.9920	327465.0265	622.6716
4	6535354.9920	327451.8695	714.1514
4	6535375.4920	327436.3695	805.3983
4	6535393.4920	327422.5575	896.8342
4	6535414.4920	327406.3385	988.0571
4	6535451.4920	327378.1825	1077.2122
4	6535509.9920	327333.5885	1162.1016
5	6535361.9920	327525.2135	588.1188
5	6535373.9920	327516.2765	652.8313
5	6535392.4920	327502.1195	724.7682
5	6535415.9920	327483.9005	859.2023
5	6535437.9920	327467.1825	958.6127
5	6535471.9920	327441.0885	1055.6067
5	6535546.9920	327383.8385	1159.6391
6	6535399.9920	327575.0885	552.2160
6	6535417.4920	327561.5575	655.7284
6	6535438.9920	327545.2765	758.9985
6	6535460.9920	327528.3385	862.1982
6	6535486.4920	327508.9005	965.1358
6	6535519.4920	327483.7445	1067.0718
6	6535583.9920	327434.3385	1163.3574
7	6535440.9920	327622.4325	517.1624
7	6535451.9920	327613.8385	616.0592
7	6535468.9920	327600.9945	714.5781
7	6535500.9920	327576.6195	840.1288
7	6535529.9920	327554.2445	946.2997
7	6535553.9920	327535.8695	1045.3142
7	6535623.4920	327482.5885	1166.6193
8	6535484.4920	327667.9005	493.5254
8	6535485.9920	327666.7445	616.8514
8	6535501.4920	327654.8075	740.0734
8	6535533.4920	327630.0575	838.8953
8	6535573.9920	327599.3385	947.8030
8	6535617.9920	327565.7445	1056.0048
8	6535678.4920	327519.4325	1161.4432
9	6535534.9920	327707.8385	495.7626
9	6535528.9920	327712.4005	564.6299
9	6535529.9920	327711.8075	628.6499
9	6535542.4920	327702.0575	709.9500
9	6535574.4920	327677.6505	839.9054
9	6535667.9920	327606.1195	1028.0366
9	6535705.4920	327577.4005	1093.0624
9	6535743.9920	327547.8385	1165.4891
10	6535574.4920	327756.2765	518.5639
10	6535582.4920	327750.1825	624.3251
10	6535592.4920	327742.5885	691.4355
10	6535619.9920	327721.4325	785.5640
10	6535715.9920	327647.8075	921.6843
10	6535776.9920	327601.1505	1010.1859
10	6535847.4920	327547.4945	1113.5069
10	6535925.4920	327487.7765	1276.6859
11	6535584.4920	327811.4005	526.5311
11	6535620.4920	327783.9635	671.3744
11	6535679.4920	327738.7135	799.8266
11	6535771.4920	327668.4325	921.3634
11	6535865.4920	327596.4945	1042.2455
11	6535951.9920	327530.3695	1165.2093
11	6536029.4920	327471.0265	1290.1815
12	6535589.4920	327870.6825	554.2533
12	6535656.9920	327819.1505	690.4531
12	6535740.4920	327754.9945	807.3155
12	6535829.9920	327686.6825	921.8449
12	6535933.4920	327607.5885	1041.4780
12	6536031.9920	327532.2135	1165.7689
12	6536136.9920	327451.5575	1293.0427
13	6535628.9920	327903.5265	531.8395
13	6535682.4920	327862.5265	668.6172
13	6535779.9920	327787.7445	797.3110
13	6535884.9920	327707.3385	923.7780
13	6535994.9920	327623.2445	1048.6914
13	6536104.4920	327539.6825	1173.7937
13	6536218.4920	327452.4635	1297.2965
14	6535632.9920	327978.9325	484.2177
14	6535690.4920	327935.1195	608.9202
14	6535777.9920	327868.0265	734.5282
14	6535922.9920	327757.0265	903.9516
14	6536027.4920	327677.3385	1020.7140
14	6536157.4920	327577.5885	1156.8599
14	6536297.9920	327469.9945	1296.9365
15	6535665.4920	328048.4945	485.3485
15	6535744.9920	327987.6505	627.3012
15	6535849.9920	327907.4635	763.0457
15	6535965.4920	327819.2445	895.5733
15	6536086.4920	327726.5885	1026.1005
15	6536218.9920	327624.9635	1152.2294
15	6536348.9920	327525.5575	1279.5154
16	6535702.9920	328114.5885	498.5269
16	6535781.4920	328054.2135	622.5737
16	6535872.9920	327984.3385	737.8664
16	6536014.4920	327876.1505	903.9516
16	6536126.4920	327790.1505	1019.2236
16	6536247.9920	327697.4325	1122.7985
16	6536321.9920	327640.7765	1194.0925
16	6536397.4920	327582.8385	1264.0668
17	6535732.4920	328154.7765	499.5035
17	6535804.9920	328099.1505	619.5126
17	6535896.4920	328029.4325	734.6837
17	6535988.4920	327959.0575	849.6246
17	6536090.4920	327880.8695	961.2124
17	6536209.9920	327789.4005	1066.0431
17	6536336.9920	327692.3695	1167.6352
17	6536461.4920	327596.9635	1270.1522
18	6535770.9920	328203.9325	498.5269
