# Case1_F132_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6533989.9920	332369.1195	705.5539
1	6533997.4920	332363.2135	763.3462
1	6534030.9920	332337.4635	898.4652
1	6534063.9920	332312.2135	995.6375
2	6533942.4920	332342.1505	689.2882
2	6533948.4920	332337.7135	769.4078
2	6533974.4920	332317.8075	888.5211
2	6534038.9920	332268.4005	1044.1160
3	6533889.9920	332303.6195	674.9665
3	6533896.4920	332298.7765	776.7068
3	6533928.9920	332274.0885	904.7636
3	6533982.9920	332232.5575	1043.6222
4	6533854.9920	332267.6505	685.6900
4	6533858.9920	332264.4005	757.6586
4	6533873.9920	332253.0265	847.6421
4	6533900.4920	332232.8695	949.9707
4	6533945.9920	332197.9945	1062.4278
5	6533828.9920	332240.3385	684.8771
5	6533836.9920	332234.2135	811.6806
5	6533861.4920	332215.5575	937.6269
5	6533925.4920	332166.4635	1058.2737
6	6533809.4920	332223.9005	681.7867
6	6533812.9920	332220.9005	815.5064
6	6533837.4920	332202.1505	916.9858
6	6533917.4920	332140.8695	1055.8143
7	6533774.9920	332202.9945	676.9971
7	6533783.4920	332196.5885	763.4227
7	6533783.9920	332195.8385	833.6649
7	6533803.9920	332180.5575	910.1412
7	6533862.4920	332135.9325	1000.4408
7	6533928.4920	332085.4005	1088.9123
