# Case1_F073_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6535539.9920	331403.1195	733.7686
1	6535632.4920	331332.4635	798.9728
2	6535501.9920	331353.4945	733.7686
2	6535584.4920	331290.3385	796.8480
2	6535697.4920	331203.9635	881.1940
3	6535478.9920	331292.4005	736.2668
3	6535550.9920	331237.3695	795.8117
3	6535632.9920	331174.5575	849.8550
3	6535707.9920	331116.9945	891.9053
4	6535472.4920	331218.7765	750.8951
4	6535525.4920	331178.2135	793.6757
4	6535586.9920	331130.9635	836.1960
4	6535744.4920	331010.2765	945.7111
5	6535432.4920	331170.5885	739.9110
5	6535467.4920	331143.5575	785.4735
5	6535548.9920	331081.3385	836.1960
5	6535763.4920	330917.3695	975.5715
6	6535401.9920	331130.8695	739.9110
6	6535437.4920	331103.8695	785.4735
6	6535518.4920	331041.6195	836.1960
6	6535665.4920	330929.3385	925.6565
6	6535769.4920	330849.6505	983.9100
7	6535363.9920	331081.2445	739.9110
7	6535399.4920	331054.2135	785.4735
7	6535480.4920	330991.9945	836.1960
7	6535627.4920	330879.7135	925.6565
7	6535797.9920	330749.1195	1023.7931
8	6535325.9920	331031.6195	739.9110
8	6535361.4920	331004.5885	785.4735
8	6535442.4920	330942.3695	836.1960
8	6535606.9920	330816.5885	928.5929
8	6535876.9920	330609.8695	1061.2961
9	6535287.9920	330981.9635	739.9110
9	6535323.4920	330954.9635	785.4735
9	6535404.4920	330892.7445	836.1960
9	6535568.9920	330766.9325	928.5929
9	6535918.4920	330499.4325	1088.5977
10	6535249.9920	330932.3385	739.9110
10	6535285.4920	330905.3385	785.4735
10	6535366.4920	330843.0885	836.1960
10	6535554.4920	330699.2135	925.0188
10	6535942.9920	330401.8695	1095.4825
