# Case1_F037_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6534218.4920	327488.4325	554.1490
1	6534185.4920	327445.4005	746.1128
1	6534150.4920	327399.5885	937.8433
1	6534113.4920	327351.5885	1129.3648
1	6534073.9920	327299.5265	1320.4955
2	6534284.4920	327451.2135	556.4832
2	6534258.9920	327418.1195	692.6017
2	6534228.4920	327378.5885	863.1333
2	6534192.4920	327331.2445	1077.0750
2	6534142.9920	327266.3075	1331.1059
3	6534405.4920	327362.6195	553.6257
3	6534380.9920	327330.6505	664.5658
3	6534342.4920	327280.3695	995.5662
3	6534291.4920	327213.5575	1367.0766
4	6534534.4920	327284.4945	561.4767
4	6534530.9920	327279.7135	656.2088
4	6534511.9920	327255.0575	895.7625
4	6534437.4920	327157.7765	1407.4783
5	6534652.9920	327192.5265	569.2924
5	6534623.9920	327154.9325	780.3187
5	6534553.4920	327062.6825	1298.7196
6	6534789.9920	327124.7445	578.0850
6	6534759.4920	327084.7445	779.7009
6	6534688.4920	326992.4005	1236.4004
7	6534908.9920	327033.5885	578.0850
7	6534878.4920	326993.5885	779.7009
7	6534820.4920	326917.7765	1175.7954
8	6535014.4920	326924.9635	609.2616
8	6534976.4920	326875.4005	782.2057
8	6534914.9920	326794.4945	1019.4509
