# Case1_F019_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6535993.4920	329230.1195	654.0788
1	6536014.4920	329214.1195	725.5945
2	6535992.9920	329262.0265	661.8394
2	6536020.4920	329240.9005	748.6889
3	6535999.4920	329304.0575	668.5419
3	6536009.4920	329296.4325	744.9250
3	6536026.4920	329283.4635	816.9981
4	6536003.4920	329364.1825	672.2056
4	6536025.9920	329346.8695	774.7680
4	6536067.9920	329314.8385	858.2071
5	6536011.9920	329420.5575	690.7924
5	6536034.4920	329403.2445	764.0299
5	6536114.9920	329341.6825	897.3131
6	6536020.9920	329492.3695	695.8734
6	6536049.9920	329470.2445	774.3047
6	6536171.9920	329376.8385	937.9125
7	6536025.4920	329567.7135	702.7741
7	6536069.9920	329533.5885	784.4820
7	6536125.4920	329491.1195	871.4050
7	6536200.9920	329433.3385	960.1630
8	6536056.4920	329622.6505	701.5701
8	6536091.9920	329595.4005	790.1269
8	6536165.4920	329539.1825	878.8723
8	6536226.9920	329492.1195	963.5462
9	6536105.9920	329663.3695	706.0598
9	6536133.9920	329641.9635	789.5081
9	6536198.4920	329592.5885	889.6016
9	6536295.9920	329517.8385	1006.1534
10	6536167.9920	329678.8075	719.2848
10	6536194.4920	329658.4635	799.2465
10	6536228.9920	329632.3075	889.6016
10	6536292.9920	329583.1825	975.8163
10	6536359.9920	329531.9005	1046.0335
