# Case1_F070_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6535207.9920	330838.4945	721.4882
1	6535242.4920	330812.0885	786.5214
1	6535338.4920	330738.6825	903.9062
2	6535187.9920	330775.2765	724.6682
2	6535227.9920	330744.7765	803.4735
2	6535296.4920	330692.2765	878.2810
3	6535156.4920	330720.7765	721.8552
3	6535182.4920	330700.6825	782.5410
3	6535254.9920	330645.4325	857.3592
4	6535135.9920	330657.5265	705.5590
4	6535151.9920	330645.4005	780.5427
4	6535215.9920	330596.2135	858.7162
5	6535090.4920	330613.6825	717.8154
5	6535111.4920	330597.8075	784.6639
5	6535172.9920	330550.6825	890.2140
6	6535055.9920	330561.3385	720.0932
6	6535070.4920	330550.4005	795.2396
6	6535127.9920	330506.1825	900.9774
7	6535021.9920	330524.4635	720.8512
7	6535035.4920	330514.2765	783.9681
7	6535085.4920	330475.9325	872.3593
7	6535136.9920	330436.3385	944.4407
8	6534983.9920	330474.8385	720.8512
8	6535008.9920	330455.8075	786.7515
8	6535052.4920	330422.2765	871.8387
8	6535095.9920	330389.2135	935.6137
9	6534962.4920	330412.6825	724.2006
9	6534983.9920	330396.0575	788.5739
9	6535023.9920	330365.4635	870.5400
9	6535071.9920	330328.8075	949.0828
10	6534934.9920	330354.9325	733.4224
10	6534948.4920	330344.6825	787.5458
10	6534985.9920	330315.8385	870.5400
10	6535074.9920	330247.7135	972.9859
11	6534844.9920	330313.5575	702.7284
11	6534893.4920	330276.4945	788.2216
11	6534957.4920	330227.6825	865.5980
11	6535076.4920	330136.6195	993.6715
12	6534813.4920	330258.9945	714.2913
12	6534850.4920	330230.5575	782.8641
12	6534911.4920	330183.8695	868.6774
12	6535044.4920	330082.3385	995.0894
