# Case1_F135_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6533118.9920	331256.7135	663.2780
1	6533134.9920	331244.4945	725.8963
1	6533169.4920	331218.0265	783.5310
2	6533093.4920	331213.2765	625.7296
2	6533105.4920	331204.1195	725.5031
2	6533139.4920	331178.1825	783.5310
3	6533059.4920	331176.5265	615.5615
3	6533070.4920	331168.1195	708.5650
3	6533104.9920	331141.6505	799.0393
4	6533017.4920	331129.8385	609.8190
4	6533035.9920	331115.5885	723.2930
4	6533061.9920	331095.7445	810.1401
5	6532988.4920	331073.3695	603.6346
5	6533008.9920	331057.5885	723.6560
5	6533018.9920	331049.9635	786.0331
6	6532959.4920	331016.8695	582.0426
6	6532967.9920	331010.2445	667.4416
6	6532977.9920	331002.6195	752.3831
7	6532937.9920	330954.4945	584.3469
7	6532946.9920	330947.6195	668.7614
7	6532956.9920	330939.9945	736.5246
8	6532916.9920	330891.9635	561.7456
8	6532941.9920	330872.8695	688.0675
9	6532891.9920	330832.4325	556.4207
9	6532910.9920	330817.9325	647.2882
