# Case1_F043_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6535872.4920	330141.2135	697.8881
1	6535808.9920	330189.8075	789.9928
1	6535720.4920	330257.4945	878.5678
2	6535830.4920	330094.6505	702.1828
2	6535776.9920	330135.6195	793.1472
2	6535690.4920	330201.7765	875.0321
3	6535820.9920	330038.9635	702.7588
3	6535761.4920	330084.5265	790.3220
3	6535669.9920	330154.4945	867.2597
4	6535815.4920	329980.2445	700.7228
4	6535750.9920	330029.6195	777.0692
4	6535651.4920	330105.6825	859.6092
5	6535788.4920	329922.2765	690.6339
5	6535724.9920	329970.8695	779.3001
5	6535634.4920	330040.0885	858.6339
6	6535756.4920	329868.0575	680.2706
6	6535703.4920	329908.4945	778.6085
6	6535615.4920	329975.9325	859.8531
7	6535727.9920	329810.9325	681.5630
7	6535671.4920	329854.2135	776.0021
7	6535580.4920	329923.9325	859.8836
8	6535701.9920	329752.1825	684.6384
8	6535638.4920	329800.7765	771.1530
8	6535539.4920	329876.6195	859.8531
9	6535677.4920	329676.6195	678.8076
9	6535594.9920	329739.7135	772.6892
9	6535493.9920	329817.0885	859.8531
10	6535658.9920	329611.9005	671.6387
10	6535560.9920	329686.9945	770.6288
10	6535455.9920	329767.4005	859.8531
11	6535624.9920	329559.2135	670.5048
11	6535526.9920	329634.3075	767.5655
11	6535417.9920	329717.7765	859.8531
12	6535583.4920	329512.4635	671.6387
12	6535484.9920	329587.8075	770.6288
12	6535379.9920	329668.2135	859.8531
