# Case1_F130_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6532334.4920	329941.6825	417.8038
1	6532386.4920	330009.6505	505.3349
1	6532438.4920	330077.0885	587.5247
1	6532487.4920	330141.2765	649.8098
2	6532348.9920	329919.4635	413.8566
2	6532399.4920	329985.1195	492.8335
2	6532447.9920	330048.9635	572.3892
2	6532506.4920	330125.1505	647.6731
3	6532365.4920	329899.4945	411.3371
3	6532426.4920	329979.2445	505.3349
3	6532477.9920	330046.6825	587.5247
3	6532526.9920	330110.8695	649.8098
4	6532394.4920	329875.7765	410.8403
4	6532446.4920	329943.6505	497.0846
4	6532501.9920	330016.3385	581.8435
4	6532561.9920	330094.5575	664.7005
5	6532414.4920	329861.1195	412.1604
5	6532467.9920	329930.6505	507.1524
5	6532524.4920	330004.4005	588.2181
5	6532586.4920	330085.6505	679.0987
6	6532447.4920	329842.3695	421.2337
6	6532496.9920	329906.9635	510.8664
6	6532558.4920	329987.7445	595.4108
6	6532616.9920	330063.9325	681.5572
7	6532471.4920	329832.7765	433.5007
7	6532514.9920	329889.2765	512.2127
7	6532573.9920	329966.4325	588.2181
7	6532635.9920	330047.6825	679.0987
