# Case1_F065_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6533894.4920	329347.9325	569.2199
1	6533853.9920	329295.0885	614.3298
1	6533812.4920	329240.7445	659.3147
2	6533924.4920	329325.1825	569.2080
2	6533883.9920	329272.0885	614.4212
2	6533842.4920	329218.3695	659.3540
3	6533943.9920	329309.9325	569.2199
3	6533903.9920	329257.1195	614.3298
3	6533861.9920	329202.7765	659.3147
4	6533973.9920	329286.8385	569.3461
4	6533933.4920	329234.1825	614.8257
4	6533890.4920	329178.1825	658.7624
5	6533993.4920	329271.4005	569.3479
5	6533952.9920	329218.7135	615.5173
5	6533908.4920	329160.1825	658.8950
6	6534013.4920	329256.5265	568.6636
6	6533971.4920	329201.6825	617.6070
6	6533923.4920	329138.7765	662.7260
7	6534033.4920	329241.7445	567.6557
7	6533989.4920	329184.0265	620.2460
7	6533937.4920	329115.9325	667.9704
8	6534053.4920	329226.8075	566.5047
8	6534023.9920	329187.8385	604.8471
8	6533988.9920	329142.5575	640.4164
8	6533950.9920	329092.6195	673.6101
9	6534073.4920	329211.6505	565.3617
9	6534042.9920	329171.4945	606.5001
9	6534005.4920	329122.8075	643.9317
9	6533964.9920	329069.4635	678.9539
10	6534092.9920	329196.1195	564.4303
10	6534061.4920	329154.9945	607.5144
10	6534022.4920	329103.8695	646.3601
10	6533979.9920	329047.9945	682.6432
11	6534112.4920	329180.2765	563.3180
11	6534079.9920	329137.9945	608.5523
11	6534038.9920	329084.4635	648.9908
11	6533994.4920	329025.9005	686.7364
12	6534140.4920	329155.0265	560.3581
12	6534099.9920	329101.9005	618.5232
12	6534056.9920	329045.9635	659.3979
12	6534010.9920	328985.7765	698.1307
13	6534172.9920	329115.6825	552.0611
13	6534119.9920	329046.3385	631.8863
13	6534049.9920	328954.3695	702.7399
13	6533976.4920	328858.5885	771.6569
14	6534204.4920	329074.0265	541.8305
14	6534154.4920	329009.0265	626.0972
14	6534085.4920	328918.4325	700.8849
14	6534013.4920	328824.8695	773.8204
14	6533941.4920	328730.3385	846.3007
15	6534224.9920	329039.5575	530.7196
15	6534177.4920	328977.1195	619.2916
15	6534109.9920	328888.8385	699.0168
15	6534036.9920	328793.4005	775.7098
15	6533962.9920	328697.0885	851.9807
16	6534255.4920	328996.8385	520.3893
16	6534212.9920	328941.2445	606.1044
16	6534177.9920	328895.9945	656.5316
16	6534090.4920	328781.4005	754.8578
16	6534000.4920	328663.9005	851.9066
17	6534271.4920	328976.4325	522.0605
17	6534222.4920	328912.5575	611.7283
17	6534159.9920	328831.2445	695.8938
17	6534091.4920	328741.7765	776.9223
17	6534019.9920	328648.0265	856.1199
18	6534297.4920	328948.7445	525.9522
18	6534247.4920	328883.6825	609.7782
18	6534182.4920	328798.9945	701.3305
18	6534120.4920	328717.6195	781.4136
18	6534049.9920	328625.7445	861.1975
19	6534322.4920	328920.0885	525.7529
19	6534269.9920	328851.3385	614.4084
19	6534211.4920	328774.9635	700.6880
19	6534148.9920	328693.4635	785.1623
19	6534079.9920	328603.0575	866.1670
20	6534335.4920	328895.7135	525.2292
20	6534284.4920	328829.1195	615.3243
20	6534227.4920	328754.9945	703.1755
20	6534166.4920	328675.0575	789.0988
20	6534098.4920	328585.9945	871.5583
21	6534349.4920	328852.5885	526.1918
21	6534304.9920	328794.0885	618.7945
21	6534249.9920	328722.3385	707.8892
21	6534188.9920	328642.9325	794.4864
21	6534122.4920	328555.5885	878.1661
22	6534352.9920	328815.7765	527.5125
22	6534317.9920	328770.2135	616.2988
22	6534271.4920	328709.5575	697.0319
22	6534218.4920	328640.0265	776.5587
22	6534135.4920	328531.6195	884.6620
