# Case1_F102_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6532939.9920	329827.8072	362.0221
1	6532945.4920	329835.1510	407.4222
1	6532951.4920	329842.7760	462.7102
1	6532955.9920	329848.7447	523.5483
1	6532969.4920	329866.3072	641.1311
1	6532983.4920	329884.9947	758.6531
2	6532990.9920	329791.5260	367.7160
2	6532998.9920	329801.9322	444.3305
2	6533013.9920	329821.7760	551.1542
2	6533028.4920	329840.8385	658.0416
2	6533042.9920	329859.6197	764.9474
3	6533040.4920	329753.5260	375.7748
3	6533043.9920	329758.0885	407.1052
3	6533050.4920	329766.3385	459.5157
3	6533066.4920	329787.7760	564.0013
3	6533082.9920	329809.2135	668.4810
3	6533099.4920	329830.6510	772.9666
4	6533089.9920	329715.3697	380.8712
4	6533100.4920	329728.8697	462.7102
4	6533110.9920	329743.1510	535.6641
4	6533131.9920	329770.2447	658.2794
4	6533152.9920	329797.9635	780.8488
5	6533143.9920	329683.4322	390.9874
5	6533154.4920	329697.1510	489.9196
5	6533168.4920	329715.1197	588.5896
5	6533181.9920	329732.8697	687.2628
5	6533195.4920	329750.5572	785.9358
6	6533197.4920	329650.4322	402.1219
6	6533206.9920	329662.8385	503.7973
6	6533212.9920	329670.7760	554.5555
6	6533223.9920	329684.8697	667.1763
6	6533234.4920	329698.3697	779.8216
7	6533228.9920	329629.9322	405.0630
7	6533236.9920	329639.9322	502.5048
7	6533246.9920	329653.1510	599.8002
7	6533256.4920	329665.8697	697.1293
7	6533267.9920	329680.9322	794.3178
8	6533270.4920	329601.7135	407.3431
8	6533276.4920	329609.4635	504.3551
8	6533280.9920	329615.3385	552.7969
8	6533295.4920	329634.4947	690.3168
8	6533313.9920	329658.3072	799.5789
