# Case1_F103_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6533358.4920	329860.4945	424.2790
1	6533370.4920	329876.4325	561.9976
1	6533408.9920	329926.5885	721.7936
1	6533460.9920	329994.4945	873.2719
2	6533408.9920	329782.9945	390.2446
2	6533414.4920	329790.1825	502.9556
2	6533437.9920	329820.7135	617.4403
2	6533468.4920	329860.1825	736.5170
2	6533554.9920	329973.3075	876.1398
3	6533490.9920	329745.7445	409.0417
3	6533511.9920	329773.1505	556.7151
3	6533547.4920	329820.0265	742.9288
3	6533624.4920	329920.1505	876.1398
4	6533552.4920	329723.5575	404.2700
4	6533589.9920	329772.7765	557.0190
4	6533622.9920	329815.5575	678.8655
4	6533673.9920	329882.1825	876.1398
5	6533571.4920	329707.3695	402.9070
5	6533611.9920	329760.1505	561.3908
5	6533654.4920	329815.7765	719.5031
5	6533694.4920	329867.7445	878.0838
6	6533600.4920	329683.0885	402.5583
6	6533639.9920	329734.7765	557.0190
6	6533672.4920	329777.5885	678.8655
6	6533723.4920	329844.1825	876.1398
7	6533658.9920	329657.1825	394.9983
7	6533696.9920	329706.6195	578.4471
7	6533761.9920	329791.5575	839.5799
8	6533717.9920	329631.0575	403.4206
8	6533734.4920	329652.7765	543.1375
8	6533761.4920	329688.1825	681.8888
8	6533813.9920	329756.5885	906.4915
9	6533779.4920	329609.0575	411.8126
9	6533787.4920	329619.0885	561.5923
9	6533817.9920	329659.0265	732.3038
9	6533866.9920	329723.1195	909.6316
10	6533829.4920	329571.0885	411.8126
10	6533843.9920	329590.4325	561.1442
10	6533872.9920	329627.9635	733.2983
10	6533932.9920	329706.3695	934.6783
11	6533884.4920	329540.5575	408.2751
11	6533893.9920	329552.4635	561.1442
11	6533931.9920	329602.2135	730.4515
11	6533993.4920	329682.7135	926.9671
