# Case1_F046_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6534792.9920	329082.4945	567.7931
1	6534833.4920	329135.4005	605.4269
2	6534863.9920	329031.2445	557.3476
2	6534898.4920	329076.4325	633.3466
2	6534926.4920	329112.9945	683.0596
3	6534933.4920	328977.9325	546.3108
3	6534977.9920	329036.0885	621.5569
3	6535017.4920	329087.5575	672.3916
4	6535003.9920	328946.8075	554.2508
4	6535036.9920	328990.1825	629.5427
