# Case1_F083_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6533990.9920	328836.3695	467.4177
1	6533972.9920	328812.9325	544.7008
1	6533932.9920	328760.4005	647.9084
1	6533891.9920	328706.9005	728.9022
1	6533851.9920	328654.7765	788.1390
2	6533960.9920	328858.5885	467.9560
2	6533940.9920	328832.7135	551.6652
2	6533909.4920	328791.6505	633.0845
2	6533870.9920	328741.6195	712.5853
2	6533821.9920	328677.5265	788.1390
3	6533941.4920	328874.3385	467.4177
3	6533923.4920	328850.9005	544.7008
3	6533882.9920	328798.4005	647.9084
3	6533841.9920	328744.8695	728.9022
3	6533802.4920	328692.7765	788.1390
4	6533913.9920	328900.2765	464.4685
4	6533892.4920	328871.9005	548.8738
4	6533860.4920	328830.6825	631.2813
4	6533821.9920	328780.3385	711.7471
4	6533772.4920	328715.5575	788.1737
5	6533896.4920	328918.4005	461.6320
5	6533873.4920	328888.8695	544.7008
5	6533833.4920	328836.3695	647.9084
5	6533792.4920	328782.8385	728.9022
5	6533752.4920	328730.7445	788.1390
6	6533866.4920	328941.1505	460.9319
6	6533842.9920	328910.6195	545.9459
6	6533810.9920	328868.4635	629.0751
6	6533772.4920	328818.4005	710.5331
6	6533722.4920	328752.9005	787.6921
7	6533846.4920	328956.3695	461.6320
7	6533823.9920	328926.8075	544.7008
7	6533781.9920	328871.6825	650.0122
7	6533742.9920	328820.7765	728.9022
7	6533702.9920	328768.6825	788.1390
8	6533829.9920	328975.8695	465.4777
8	6533814.9920	328956.2765	520.1446
8	6533797.9920	328933.6505	574.3201
8	6533751.4920	328873.3075	684.6046
8	6533688.4920	328790.5575	793.2042
9	6533804.4920	329004.2445	471.2725
9	6533779.9920	328972.2765	552.5598
9	6533755.9920	328940.4635	619.2221
9	6533709.9920	328880.1825	716.6456
9	6533663.4920	328819.8695	803.1324
10	6533783.4920	329038.0265	467.5351
10	6533757.4920	329004.0265	560.9836
10	6533720.4920	328955.9325	657.5203
10	6533684.4920	328908.6825	734.5377
10	6533645.9920	328858.7765	810.9487
11	6533764.9920	329055.4635	466.1330
11	6533743.4920	329027.3075	567.6773
11	6533694.4920	328962.8075	689.3144
11	6533649.4920	328904.5575	790.6237
12	6533732.4920	329074.5265	465.6240
12	6533697.9920	329029.3075	625.5772
12	6533626.4920	328935.8385	791.3430
13	6533714.9920	329092.5265	472.0068
13	6533695.9920	329067.7135	553.2209
13	6533674.4920	329039.6505	634.0019
13	6533642.9920	328998.8075	717.0933
13	6533597.4920	328939.3075	815.7454
14	6533693.9920	329126.7445	483.8769
14	6533674.4920	329101.2135	554.0817
14	6533652.9920	329073.5575	623.9648
14	6533619.4920	329029.7135	724.1979
14	6533572.9920	328968.8695	828.0700
15	6533682.4920	329152.9635	480.1922
15	6533663.4920	329128.3385	560.4800
15	6533643.9920	329102.7135	636.0776
15	6533611.4920	329060.4005	727.5519
15	6533562.4920	328995.9005	828.0432
16	6533663.4920	329189.8075	473.0763
16	6533621.9920	329135.4005	647.3427
16	6533540.4920	329029.0265	821.4482
