# Case1_F081_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6534181.4920	329105.7760	432.0563
1	6534171.9920	329093.6510	454.7547
1	6534144.9920	329058.2135	519.3725
1	6534076.9920	328969.5572	655.8865
1	6533940.4920	328790.6822	854.5495
2	6534163.9920	329124.0260	431.0901
2	6534146.4920	329101.2135	471.7566
2	6534108.4920	329051.3697	558.3078
2	6534021.4920	328937.7135	710.1288
2	6533919.4920	328804.4010	855.9822
3	6534139.9920	329154.4635	434.2173
3	6534117.9920	329125.7760	477.0204
3	6534086.9920	329084.9635	545.7713
3	6534027.4920	329007.5572	655.8865
3	6533890.4920	328828.6822	854.5495
4	6534110.9920	329178.0572	438.2285
4	6534059.9920	329111.9322	554.3180
4	6534002.9920	329036.9947	662.4885
4	6533870.4920	328864.2447	841.8089
5	6534079.9920	329199.4322	459.7810
5	6534034.4920	329139.7760	569.9146
5	6533985.4920	329076.0572	655.8377
5	6533847.9920	328896.4635	833.7317
6	6534056.4920	329230.5572	457.1140
6	6534013.4920	329174.4947	562.1666
6	6533944.9920	329084.8385	691.8378
6	6533818.4920	328919.4635	836.6883
7	6534031.4920	329259.4947	461.0579
7	6533983.9920	329197.5572	578.2722
7	6533937.9920	329137.0260	656.5327
7	6533788.9920	328942.6510	840.3763
8	6533972.4920	329305.8697	480.6476
8	6533922.9920	329241.2447	584.2158
8	6533874.4920	329177.4322	664.6466
8	6533740.9920	329003.3072	837.6635
9	6533925.4920	329367.6197	478.2306
9	6533810.9920	329218.2135	677.2806
9	6533667.9920	329031.4947	843.4243
10	6533870.4920	329419.2447	475.8196
10	6533752.9920	329265.5885	673.2450
10	6533612.4920	329082.2447	816.7543
11	6533779.4920	329423.9322	529.5955
11	6533729.4920	329358.7135	612.6843
11	6533644.4920	329247.3385	714.4082
11	6533546.9920	329119.6822	801.8952
12	6533711.9920	329458.7760	507.9517
12	6533668.9920	329402.6822	607.4265
12	6533586.9920	329295.5885	692.7888
12	6533485.9920	329163.7447	791.4406
13	6533645.9920	329496.2135	499.0148
13	6533596.4920	329431.4010	602.8116
13	6533509.9920	329318.6197	702.9479
13	6533434.4920	329219.3385	778.1818
14	6533578.4920	329530.9635	494.6074
14	6533531.4920	329469.6197	584.1030
14	6533465.4920	329383.8385	672.1904
14	6533395.9920	329292.7135	748.7959
15	6533519.9920	329577.9322	481.4096
15	6533467.9920	329510.2135	559.4689
15	6533424.9920	329453.7447	623.4101
15	6533357.4920	329365.9010	699.8573
