# Case2_F009_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6540814.9920	324427.8075	715.7946
1	6540781.4920	324383.9945	750.1660
1	6540730.4920	324317.7445	785.0693
1	6540641.4920	324201.4005	846.6141
2	6540797.9920	324508.6195	701.3564
2	6540764.4920	324464.9325	746.2265
2	6540724.4920	324412.5885	786.1401
2	6540619.9920	324276.1825	862.5295
3	6540756.9920	324578.1505	697.6796
3	6540731.9920	324545.6195	740.8120
3	6540689.4920	324489.9945	785.9746
3	6540593.9920	324365.6825	863.0139
4	6540736.9920	324675.9325	698.3554
4	6540702.4920	324630.6195	738.4169
4	6540660.9920	324576.4325	789.5612
4	6540550.4920	324431.8695	880.7112
5	6540680.4920	324725.1195	694.3732
5	6540655.9920	324693.3695	740.0984
5	6540608.4920	324631.1195	796.0385
5	6540511.4920	324504.4945	877.3035
6	6540662.9920	324825.6825	685.8625
6	6540628.4920	324780.6825	739.5986
6	6540579.4920	324716.4005	798.2995
6	6540498.4920	324610.9005	859.4288
7	6540629.9920	324905.9945	682.4646
7	6540603.9920	324871.9945	731.8612
7	6540548.4920	324799.5885	804.1657
7	6540470.4920	324697.7765	868.3918
8	6540597.9920	324987.2445	681.5532
8	6540562.4920	324941.2765	737.1230
8	6540504.4920	324865.6505	804.9877
8	6540410.9920	324743.3385	868.3918
9	6540551.9920	325050.5575	685.5437
9	6540532.4920	325025.6195	731.3528
9	6540453.9920	324922.9325	809.8658
9	6540351.4920	324788.9325	868.3918
10	6540515.4920	325126.3075	679.0792
10	6540485.4920	325087.5885	728.9711
10	6540400.4920	324976.1825	806.4386
10	6540293.9920	324836.8075	868.1970
11	6540465.4920	325184.5575	676.5603
11	6540441.9920	325153.5885	720.9463
11	6540301.9920	324970.9945	830.6379
12	6540406.4920	325230.9005	674.5212
12	6540366.4920	325178.7765	730.5274
12	6540250.9920	325027.5265	815.3113
13	6540339.9920	325267.1195	664.0376
13	6540307.4920	325224.7765	717.3170
13	6540201.9920	325086.9325	806.5325
14	6540287.4920	325322.2765	660.7281
14	6540249.9920	325272.9005	721.3017
14	6540144.4920	325135.4005	810.5958
15	6540222.9920	325361.0265	665.8066
15	6540190.4920	325318.4945	721.3017
15	6540093.9920	325192.5885	812.8781
16	6540172.9920	325419.1825	671.0751
16	6540134.9920	325369.3075	719.7201
16	6540061.4920	325273.6505	802.5091
