0	0	0
20	0,31	-17,44
40	0,69	-30,82
60	1,09	-32,18
80	1,11	-40,29
100	0,44	-97,08
120	1,23	157,6
140	0,9	151,19
160	0,55	133,45
180	0,51	94,53
200	0,92	60,15
220	0,38	59,24
240	0,74	-143,39
260	0,94	141,17
280	0,93	99,93
300	1,34	145,62
320	4,37	155,52
340	5,79	158,32
360	7,49	157,12
380	9,28	152,11
400	11,21	145,76
420	12,65	141,8
440	12,86	141,37
460	12,15	143,88
480	11,83	145,92
500	11,94	147,87
520	12,05	150,03
540	12,24	151,52
560	12,4	151,97
580	12,4	153,06
600	12,2	155,24
620	12,09	157,59
640	12,66	156,7
660	13,18	154,44
680	13,76	152,34
700	14,3	150,88
720	14,8	149,49
740	15,36	149,37
760	15,98	148,51
780	16,04	146,14
800	16,22	143,06
820	17,46	139,71
840	19,35	136,67
860	21,26	133,72
880	22,97	130,12
900	24,28	126,47
920	25,51	123,42
940	26,83	121,1
960	28,05	119,31
980	29,31	117,89
1000	30,61	116,87
1020	31,49	115,56
1040	32,13	113,95
1060	33,26	112,7
1080	34,67	111,85
1100	36,11	111,38
1120	37,38	110,56
1140	38,23	108,76
1160	38,68	106,24
1180	39,19	104,01
1200	40,13	102,8
1220	41,49	102,22
1240	42,54	100,87
1260	43,5	99,63
1280	44,77	99,57
1300	46,22	99,88
1320	48,03	100,12
1340	49,67	99,87
1360	50,97	99,37
1380	51,74	98,94
1400	52,06	98,33
1420	52,93	97,48
1440	54,32	97
1460	55,52	96,77
1480	56,69	96,62
1500	58,33	96,31
1520	60,22	95,24
1540	61,15	93,44
1560	61,91	91,2
1580	62,32	89,24
1600	62	87,25
1620	63,08	85,66
1640	63,32	86,43
1660	63,07	87,66
1680	61,21	88,97
1700	59,96	90,33
1720	58,4	91,51
1740	57,96	92,22
1760	57,61	93,97
1780	57,07	96,24
1800	57,68	97,93
1820	58,63	99,26
1840	58,31	100,78
1860	58,14	102,57
1880	58,92	104
1900	59,89	104,84
1920	60,07	106,99
1940	60,57	108,78
1960	60,93	111,09
1980	61,35	113,23
2000	61,28	116,36
